"","year","cowcode","seriousattempt","success","perexitregularNC201","npolity2dummy","npolity2dummy11","absnpolity2dummy11","lautoc","successlautoc","successldemoc","weapondum2","weapondum3","weapondum4","weapondum5","weapondum6","numserdum2","numserdum3","numserdum4"
"7623",1992,"NEP",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7624",1993,"NEP",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7625",1994,"NEP",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7626",1995,"NEP",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7627",1996,"NEP",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7628",1997,"NEP",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7629",1998,"NEP",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7630",1999,"NEP",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7631",2000,"NEP",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7632",2001,"NEP",1,1,NA,1,-1,1,0,0,1,0,0,0,0,0,0,0,0
"7633",2002,"NEP",0,0,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0
"7634",2003,"NEP",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7635",2004,"NEP",0,0,NA,0,NA,NA,1,0,0,0,0,0,0,1,0,0,0
"7636",1906,"NEW",0,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"7637",1907,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7638",1908,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7639",1909,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7640",1910,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7641",1911,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7642",1912,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7643",1913,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7644",1914,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7645",1915,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7646",1916,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7647",1917,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7648",1918,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7649",1919,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7650",1920,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7651",1921,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7652",1922,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7653",1923,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7654",1924,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7655",1925,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7656",1926,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7657",1927,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7658",1928,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7659",1929,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7660",1930,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7661",1931,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7662",1932,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7663",1933,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7664",1934,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7665",1935,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7666",1936,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7667",1937,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7668",1938,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7669",1939,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7670",1940,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7671",1941,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7672",1942,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7673",1943,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7674",1944,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7675",1945,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7676",1946,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7677",1947,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7678",1948,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7679",1949,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7680",1950,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7681",1951,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7682",1952,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7683",1953,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7684",1954,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7685",1955,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7686",1956,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7687",1957,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7688",1958,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7689",1959,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7690",1960,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7691",1961,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7692",1962,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7693",1963,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7694",1964,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7695",1965,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7696",1966,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7697",1967,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7698",1968,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7699",1969,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7700",1970,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7701",1971,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7702",1972,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7703",1973,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7704",1974,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7705",1975,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7706",1976,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7707",1977,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7708",1978,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7709",1979,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7710",1980,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7711",1981,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7712",1982,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7713",1983,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7714",1984,"NEW",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7715",1985,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7716",1986,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7717",1987,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7718",1988,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7719",1989,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7720",1990,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7721",1991,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7722",1992,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7723",1993,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7724",1994,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7725",1995,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7726",1996,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7727",1997,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7728",1998,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7729",1999,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7730",2000,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7731",2001,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7732",2002,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7733",2003,"NEW",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7734",2004,"NEW",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"7735",1875,"NIC",0,0,0.75,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"7736",1876,"NIC",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7737",1877,"NIC",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7738",1878,"NIC",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7739",1879,"NIC",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7740",1880,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7741",1881,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7742",1882,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7743",1883,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7744",1884,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7745",1885,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7746",1886,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7747",1887,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7748",1888,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7749",1889,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7750",1890,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7751",1891,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7752",1892,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7753",1893,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7754",1894,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7755",1895,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7756",1896,"NIC",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7757",1897,"NIC",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7758",1898,"NIC",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7759",1899,"NIC",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7760",1900,"NIC",0,0,0.400000005960464,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7761",1901,"NIC",0,0,0.400000005960464,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7762",1902,"NIC",0,0,0.400000005960464,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7763",1903,"NIC",0,0,0.400000005960464,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7764",1904,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7765",1905,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7766",1906,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7767",1907,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7768",1908,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7769",1909,"NIC",0,0,0.555555582046509,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7770",1910,"NIC",0,0,0.714285731315613,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7771",1911,"NIC",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7772",1912,"NIC",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7773",1913,"NIC",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7774",1914,"NIC",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7775",1915,"NIC",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7776",1916,"NIC",0,0,0.875,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7777",1917,"NIC",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7778",1918,"NIC",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7779",1919,"NIC",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7780",1920,"NIC",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7781",1921,"NIC",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7782",1922,"NIC",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7783",1923,"NIC",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7784",1924,"NIC",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7785",1925,"NIC",0,0,1,0,NA,NA,1,0,0,0,0,0,0,1,0,0,0
"7786",1926,"NIC",1,0,1,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0
"7787",1927,"NIC",0,0,0.800000011920929,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"7788",1928,"NIC",0,0,0.800000011920929,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"7789",1929,"NIC",0,0,0.800000011920929,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7790",1930,"NIC",0,0,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7791",1931,"NIC",0,0,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7792",1932,"NIC",0,0,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7793",1933,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7794",1934,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7795",1935,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7796",1936,"NIC",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7797",1937,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7798",1938,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7799",1939,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7800",1940,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7801",1941,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7802",1942,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7803",1943,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7804",1944,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7805",1945,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7806",1946,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7807",1947,"NIC",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7808",1948,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7809",1949,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7810",1950,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7811",1951,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7812",1952,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7813",1953,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7814",1954,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7815",1955,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7816",1956,"NIC",1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7817",1957,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7818",1958,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7819",1959,"NIC",1,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7820",1960,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7821",1961,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7822",1962,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7823",1963,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7824",1964,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7825",1965,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7826",1966,"NIC",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7827",1967,"NIC",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7828",1968,"NIC",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7829",1969,"NIC",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7830",1970,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7831",1971,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7832",1972,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7833",1973,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7834",1974,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7835",1975,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7836",1976,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7837",1977,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7838",1978,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7839",1979,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7840",1980,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7841",1981,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7842",1982,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7843",1983,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7844",1984,"NIC",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7845",1985,"NIC",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7846",1986,"NIC",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7847",1987,"NIC",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7848",1988,"NIC",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7849",1989,"NIC",0,0,NA,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"7850",1990,"NIC",0,0,NA,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"7851",1991,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7852",1992,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7853",1993,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7854",1994,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7855",1995,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7856",1996,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7857",1997,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7858",1998,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7859",1999,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7860",2000,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7861",2001,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7862",2002,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7863",2003,"NIC",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7864",2004,"NIC",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"7865",1960,"NIG",0,0,0.333333343267441,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"7866",1961,"NIG",0,0,0.333333343267441,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7867",1962,"NIG",0,0,0.333333343267441,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7868",1963,"NIG",0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7869",1964,"NIG",0,0,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7870",1965,"NIG",0,0,0.200000002980232,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
"7871",1966,"NIG",0,0,0.200000002980232,0,-1,1,0,0,0,0,0,0,0,1,0,0,0
"7872",1967,"NIG",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7873",1968,"NIG",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7874",1969,"NIG",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7875",1970,"NIG",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7876",1971,"NIG",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7877",1972,"NIG",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7878",1973,"NIG",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7879",1974,"NIG",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7880",1975,"NIG",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7881",1976,"NIG",0,0,0.400000005960464,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7882",1977,"NIG",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7883",1978,"NIG",0,0,0.25,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"7884",1979,"NIG",0,0,0.400000005960464,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"7885",1980,"NIG",0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7886",1981,"NIG",0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7887",1982,"NIG",0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7888",1983,"NIG",0,0,0.5,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
"7889",1984,"NIG",0,0,0.666666686534882,0,-1,1,0,0,0,0,0,0,0,1,0,0,0
"7890",1985,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7891",1986,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7892",1987,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7893",1988,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7894",1989,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7895",1990,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7896",1991,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7897",1992,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7898",1993,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7899",1994,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7900",1995,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7901",1996,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7902",1997,"NIG",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7903",1998,"NIG",0,0,NA,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"7904",1999,"NIG",0,0,NA,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"7905",2000,"NIG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7906",2001,"NIG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7907",2002,"NIG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7908",2003,"NIG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7909",2004,"NIG",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"7910",1960,"NIR",0,0,NA,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"7911",1961,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7912",1962,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7913",1963,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
