"","year","cowcode","seriousattempt","success","perexitregularNC201","npolity2dummy","npolity2dummy11","absnpolity2dummy11","lautoc","successlautoc","successldemoc","weapondum2","weapondum3","weapondum4","weapondum5","weapondum6","numserdum2","numserdum3","numserdum4"
"2177",1968,"CHL",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2178",1969,"CHL",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2179",1970,"CHL",0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2180",1971,"CHL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2181",1972,"CHL",0,0,1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
"2182",1973,"CHL",0,0,1,0,-1,1,0,0,0,0,0,0,0,1,0,0,0
"2183",1974,"CHL",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2184",1975,"CHL",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2185",1976,"CHL",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2186",1977,"CHL",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2187",1978,"CHL",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2188",1979,"CHL",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2189",1980,"CHL",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2190",1981,"CHL",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2191",1982,"CHL",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2192",1983,"CHL",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2193",1984,"CHL",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2194",1985,"CHL",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2195",1986,"CHL",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2196",1987,"CHL",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2197",1988,"CHL",0,0,NA,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"2198",1989,"CHL",0,0,NA,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"2199",1990,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2200",1991,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2201",1992,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2202",1993,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2203",1994,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2204",1995,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2205",1996,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2206",1997,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2207",1998,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2208",1999,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2209",2000,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2210",2001,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2211",2002,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2212",2003,"CHL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2213",2004,"CHL",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"2214",1875,"CHN",0,0,NA,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"2215",1876,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2216",1877,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2217",1878,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2218",1879,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2219",1880,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2220",1881,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2221",1882,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2222",1883,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2223",1884,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2224",1885,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2225",1886,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2226",1887,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2227",1888,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2228",1889,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2229",1890,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2230",1891,"CHN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2231",1892,"CHN",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2232",1893,"CHN",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2233",1894,"CHN",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2234",1895,"CHN",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2235",1896,"CHN",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2236",1897,"CHN",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2237",1898,"CHN",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2238",1899,"CHN",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2239",1900,"CHN",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2240",1901,"CHN",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2241",1902,"CHN",0,0,0.600000023841858,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2242",1903,"CHN",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2243",1904,"CHN",0,0,0.428571432828903,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2244",1905,"CHN",0,0,0.428571432828903,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2245",1906,"CHN",0,0,0.375,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2246",1907,"CHN",0,0,0.375,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2247",1908,"CHN",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2248",1909,"CHN",0,0,0.28571429848671,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2249",1910,"CHN",1,0,0.28571429848671,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"2250",1911,"CHN",0,0,0.28571429848671,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"2251",1912,"CHN",0,0,0.28571429848671,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"2252",1913,"CHN",0,0,0.28571429848671,0,-1,1,0,0,0,0,0,0,0,1,0,0,0
"2253",1914,"CHN",0,0,0.28571429848671,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2254",1915,"CHN",0,0,0.28571429848671,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2255",1916,"CHN",0,0,0.28571429848671,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2256",1917,"CHN",0,0,0.28571429848671,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2257",1918,"CHN",0,0,0.16666667163372,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2258",1919,"CHN",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2259",1920,"CHN",0,0,0.16666667163372,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2260",1921,"CHN",0,0,0.16666667163372,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2261",1922,"CHN",0,0,0.16666667163372,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2262",1923,"CHN",0,0,0.200000002980232,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2263",1924,"CHN",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2264",1925,"CHN",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2265",1926,"CHN",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2266",1927,"CHN",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2267",1928,"CHN",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2268",1929,"CHN",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,0,0,0,0
